"No.","Time","Source","Destination","Protocol","Length","Info","OpCode","OpGroup","Bytes"
"3891","2024-12-21 00:53:35.858440","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3892","2024-12-21 00:53:35.858734","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3893","2024-12-21 00:53:35.864830","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3894","2024-12-21 00:53:35.865108","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Set Extended Scan Parameters","LE Controller Commands","41:20"
"3895","2024-12-21 00:53:35.870963","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04"
"3896","2024-12-21 00:53:35.871241","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Set Extended Scan Enable","LE Controller Commands","42:20"
"3897","2024-12-21 00:53:35.877145","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04"
"3898","2024-12-21 00:53:35.877413","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Set Extended Scan Enable","LE Controller Commands","42:20"
"3899","2024-12-21 00:53:35.882292","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04"
"3900","2024-12-21 00:53:35.882610","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Set Extended Scan Parameters","LE Controller Commands","41:20"
"3901","2024-12-21 00:53:35.888695","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04"
"3902","2024-12-21 00:53:35.888951","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Set Extended Scan Enable","LE Controller Commands","42:20"
"3903","2024-12-21 00:53:35.894774","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04"
"3904","2024-12-21 00:53:37.408373","controller","host","HCI_EVT","8","Rcvd Vendor-Specific","","","ff:05"
"3905","2024-12-21 00:53:38.425910","controller","host","HCI_EVT","43","Rcvd LE Meta (LE Advertising Report)","","","3e:28"
"3906","2024-12-21 00:53:38.441092","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3907","2024-12-21 00:53:38.444008","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:06"
"3908","2024-12-21 00:53:38.444252","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3909","2024-12-21 00:53:38.447436","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3910","2024-12-21 00:53:38.447729","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3911","2024-12-21 00:53:38.449663","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3912","2024-12-21 00:53:38.449915","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3913","2024-12-21 00:53:38.452298","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3914","2024-12-21 00:53:38.452815","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3915","2024-12-21 00:53:38.455908","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3916","2024-12-21 00:53:38.456473","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3917","2024-12-21 00:53:38.459838","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3918","2024-12-21 00:53:38.460099","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"3919","2024-12-21 00:53:38.462165","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"3920","2024-12-21 00:53:38.553994","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3921","2024-12-21 00:53:38.583653","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3922","2024-12-21 00:53:38.584656","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3923","2024-12-21 00:53:38.605590","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"3924","2024-12-21 00:53:38.606529","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"3925","2024-12-21 00:53:38.705480","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3926","2024-12-21 00:53:38.723840","controller","host","HCI_EVT","32","Rcvd LE Meta (LE Advertising Report)","","","3e:1d"
"3927","2024-12-21 00:53:38.724416","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"3928","2024-12-21 00:53:38.751101","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3929","2024-12-21 00:53:38.874217","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3930","2024-12-21 00:53:38.908975","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3931","2024-12-21 00:53:38.926925","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3932","2024-12-21 00:53:38.941531","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3933","2024-12-21 00:53:38.948899","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3934","2024-12-21 00:53:38.964844","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3935","2024-12-21 00:53:38.971444","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3936","2024-12-21 00:53:39.026155","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3937","2024-12-21 00:53:39.049898","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3938","2024-12-21 00:53:39.105914","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3939","2024-12-21 00:53:39.125623","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3940","2024-12-21 00:53:39.136713","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3941","2024-12-21 00:53:39.184163","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3942","2024-12-21 00:53:39.617440","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3943","2024-12-21 00:53:39.673098","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3944","2024-12-21 00:53:39.705262","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3945","2024-12-21 00:53:39.788256","controller","host","HCI_EVT","8","Rcvd Vendor-Specific","","","ff:05"
"3946","2024-12-21 00:53:39.892428","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3947","2024-12-21 00:53:39.912864","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3948","2024-12-21 00:53:39.935682","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"3949","2024-12-21 00:53:39.936860","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"3950","2024-12-21 00:53:39.992403","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3951","2024-12-21 00:53:40.000157","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3952","2024-12-21 00:53:40.132446","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3953","2024-12-21 00:53:40.147250","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3954","2024-12-21 00:53:40.175401","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3955","2024-12-21 00:53:40.208450","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3956","2024-12-21 00:53:40.298373","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3957","2024-12-21 00:53:40.326833","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3958","2024-12-21 00:53:40.367328","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3959","2024-12-21 00:53:40.420500","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3960","2024-12-21 00:53:40.502859","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3961","2024-12-21 00:53:40.556149","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3962","2024-12-21 00:53:40.589177","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3963","2024-12-21 00:53:40.712400","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3964","2024-12-21 00:53:40.754205","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3965","2024-12-21 00:53:40.785811","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3966","2024-12-21 00:53:40.792222","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3967","2024-12-21 00:53:40.825560","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3968","2024-12-21 00:53:40.830715","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3969","2024-12-21 00:53:40.868136","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3970","2024-12-21 00:53:40.912700","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3971","2024-12-21 00:53:40.952265","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3972","2024-12-21 00:53:40.972992","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3973","2024-12-21 00:53:40.981546","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3974","2024-12-21 00:53:41.053671","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3975","2024-12-21 00:53:41.110019","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3976","2024-12-21 00:53:41.138730","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3977","2024-12-21 00:53:41.234863","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3978","2024-12-21 00:53:41.252708","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"3979","2024-12-21 00:53:41.253368","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"3980","2024-12-21 00:53:41.253786","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3981","2024-12-21 00:53:41.271264","controller","host","HCI_EVT","32","Rcvd LE Meta (LE Advertising Report)","","","3e:1d"
"3982","2024-12-21 00:53:41.272062","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"3983","2024-12-21 00:53:41.321905","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3984","2024-12-21 00:53:41.388505","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3985","2024-12-21 00:53:41.409533","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3986","2024-12-21 00:53:41.453606","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"3987","2024-12-21 00:53:41.454412","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"3988","2024-12-21 00:53:41.474335","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3989","2024-12-21 00:53:41.573583","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3990","2024-12-21 00:53:41.648812","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3991","2024-12-21 00:53:41.678916","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"3992","2024-12-21 00:53:41.702684","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3993","2024-12-21 00:53:41.898655","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3994","2024-12-21 00:53:41.926904","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3995","2024-12-21 00:53:41.995463","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3996","2024-12-21 00:53:42.145783","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3997","2024-12-21 00:53:42.153774","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3998","2024-12-21 00:53:42.157020","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"3999","2024-12-21 00:53:42.284298","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4000","2024-12-21 00:53:42.301953","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4001","2024-12-21 00:53:42.400516","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4002","2024-12-21 00:53:42.429667","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4003","2024-12-21 00:53:42.434478","controller","host","HCI_EVT","43","Rcvd LE Meta (LE Advertising Report)","","","3e:28"
"4004","2024-12-21 00:53:42.438395","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4005","2024-12-21 00:53:42.722045","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"4006","2024-12-21 00:53:42.744385","controller","host","HCI_EVT","32","Rcvd LE Meta (LE Advertising Report)","","","3e:1d"
"4007","2024-12-21 00:53:42.745547","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"4008","2024-12-21 00:53:42.758262","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4009","2024-12-21 00:53:42.825431","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4010","2024-12-21 00:53:42.870756","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4011","2024-12-21 00:53:42.914713","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4012","2024-12-21 00:53:42.928725","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4013","2024-12-21 00:53:42.992471","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"4014","2024-12-21 00:53:43.146543","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4015","2024-12-21 00:53:43.224304","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4016","2024-12-21 00:53:43.237078","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4017","2024-12-21 00:53:43.292911","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4018","2024-12-21 00:53:43.340831","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4019","2024-12-21 00:53:43.482744","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4020","2024-12-21 00:53:43.578159","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4021","2024-12-21 00:53:43.590745","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4022","2024-12-21 00:53:43.628558","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4023","2024-12-21 00:53:43.643664","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4024","2024-12-21 00:53:43.708015","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4025","2024-12-21 00:53:43.746358","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4026","2024-12-21 00:53:43.753109","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"4027","2024-12-21 00:53:43.754003","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"4028","2024-12-21 00:53:43.757889","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"4029","2024-12-21 00:53:43.801140","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4030","2024-12-21 00:53:43.905210","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4031","2024-12-21 00:53:43.926293","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4032","2024-12-21 00:53:43.928520","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4033","2024-12-21 00:53:43.992397","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4034","2024-12-21 00:53:44.004119","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4035","2024-12-21 00:53:44.005728","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4036","2024-12-21 00:53:44.011677","controller","host","HCI_EVT","34","Rcvd LE Meta (LE Advertising Report)","","","3e:1f"
"4037","2024-12-21 00:53:44.012795","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"4038","2024-12-21 00:53:44.160292","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4039","2024-12-21 00:53:44.168560","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4040","2024-12-21 00:53:44.186870","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4041","2024-12-21 00:53:44.277444","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4042","2024-12-21 00:53:44.307338","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4043","2024-12-21 00:53:44.410098","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4044","2024-12-21 00:53:44.434438","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4045","2024-12-21 00:53:44.441959","controller","host","HCI_EVT","43","Rcvd LE Meta (LE Advertising Report)","","","3e:28"
"4046","2024-12-21 00:53:44.566935","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4047","2024-12-21 00:53:44.610769","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4048","2024-12-21 00:53:44.721478","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"4049","2024-12-21 00:53:44.758117","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4050","2024-12-21 00:53:44.831879","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4051","2024-12-21 00:53:44.836024","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4052","2024-12-21 00:53:44.836828","controller","host","HCI_EVT","32","Rcvd LE Meta (LE Advertising Report)","","","3e:1d"
"4053","2024-12-21 00:53:44.838293","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"4054","2024-12-21 00:53:44.871009","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4055","2024-12-21 00:53:44.916597","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4056","2024-12-21 00:53:44.962270","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4057","2024-12-21 00:53:44.977475","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4058","2024-12-21 00:53:44.993994","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4059","2024-12-21 00:53:44.997102","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"4060","2024-12-21 00:53:45.059795","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4061","2024-12-21 00:53:45.148305","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4062","2024-12-21 00:53:45.244296","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4063","2024-12-21 00:53:45.342969","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4064","2024-12-21 00:53:45.585972","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4065","2024-12-21 00:53:45.708642","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4066","2024-12-21 00:53:45.913031","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4067","2024-12-21 00:53:45.917792","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"4068","2024-12-21 00:53:45.918662","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"4069","2024-12-21 00:53:45.926324","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4070","2024-12-21 00:53:46.046300","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4071","2024-12-21 00:53:46.160102","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4072","2024-12-21 00:53:46.165968","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4073","2024-12-21 00:53:46.188751","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4074","2024-12-21 00:53:46.287273","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"4075","2024-12-21 00:53:46.289891","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"4076","2024-12-21 00:53:46.290188","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"4077","2024-12-21 00:53:46.293496","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"4078","2024-12-21 00:53:46.293837","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","0x157","Vendor-Specific Commands","57:fd"
"4079","2024-12-21 00:53:46.296119","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07"
"4080","2024-12-21 00:53:46.297974","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4081","2024-12-21 00:53:46.312488","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4082","2024-12-21 00:53:46.342867","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4083","2024-12-21 00:53:46.370795","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4084","2024-12-21 00:53:46.413529","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4085","2024-12-21 00:53:46.452133","controller","host","HCI_EVT","43","Rcvd LE Meta (LE Advertising Report)","","","3e:28"
"4086","2024-12-21 00:53:46.475945","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4087","2024-12-21 00:53:46.511415","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4088","2024-12-21 00:53:46.549433","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4089","2024-12-21 00:53:46.552252","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4090","2024-12-21 00:53:46.568575","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4091","2024-12-21 00:53:46.806882","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4092","2024-12-21 00:53:47.004244","controller","host","HCI_EVT","46","Rcvd LE Meta (LE Advertising Report)","","","3e:2b"
"4093","2024-12-21 00:53:47.066526","controller","host","HCI_EVT","8","Rcvd Vendor-Specific","","","ff:05"
"4094","2024-12-21 00:53:47.115403","controller","host","HCI_EVT","33","Rcvd LE Meta (LE Advertising Report)","","","3e:1e"
"4095","2024-12-21 00:53:47.117189","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Advertising Report)","","","3e:0c"
"4096","2024-12-21 00:53:47.155124","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4097","2024-12-21 00:53:47.453867","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4098","2024-12-21 00:53:47.492170","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4099","2024-12-21 00:53:47.637953","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
"4100","2024-12-21 00:53:47.669965","controller","host","HCI_EVT","23","Rcvd LE Meta (LE Advertising Report)","","","3e:14"
