"No.","Time","Source","Destination","Protocol","Length","Info","OpGroup","OpCode","Bytes","Event Code","Command Opcode","EvBytes","CID","Command Code","DLCI","Frame type","MCC Command Type","Transaction","C/R","Ctype","Opcode","PDU ID","Operation ID","Transaction","Message Type","Signal","ACP SEID","INT SEID","Expected data speed","Opcode","Handle","Value"
"5662","2025-01-02 16:25:50.783777","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","f6:ff","","","","","","","","","","","","","","","","","","",""
"5664","2025-01-02 16:25:50.789962","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5666","2025-01-02 16:25:50.796692","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","2c:fe","","","","","","","","","","","","","","","","","","",""
"5668","2025-01-02 16:25:50.803006","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5670","2025-01-02 16:25:50.808677","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"5672","2025-01-02 16:25:50.815131","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5674","2025-01-02 16:25:50.821467","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5676","2025-01-02 16:25:50.827393","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:a0","","","","","","","","","","","","","","","","","","",""
"5678","2025-01-02 16:25:50.833485","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5680","2025-01-02 16:25:51.447002","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5682","2025-01-02 16:25:51.449780","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","4c:00","","","","","","","","","","","","","","","","","","",""
"5684","2025-01-02 16:25:51.452810","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","20:00","","","","","","","","","","","","","","","","","","",""
"5686","2025-01-02 16:25:51.455941","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"5688","2025-01-02 16:25:51.458427","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5690","2025-01-02 16:25:51.461004","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","b2:fc","","","","","","","","","","","","","","","","","","",""
"5692","2025-01-02 16:25:51.463639","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5912","2025-01-02 16:26:01.460352","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5914","2025-01-02 16:26:01.462252","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5916","2025-01-02 16:26:01.464826","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5918","2025-01-02 16:26:01.467516","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5920","2025-01-02 16:26:01.471107","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"5922","2025-01-02 16:26:01.477389","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5925","2025-01-02 16:26:17.084620","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"5928","2025-01-02 16:27:05.743539","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5930","2025-01-02 16:27:05.752279","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"5932","2025-01-02 16:27:05.758432","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5934","2025-01-02 16:27:05.837262","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5936","2025-01-02 16:27:05.839765","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5938","2025-01-02 16:27:05.846032","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5940","2025-01-02 16:27:05.852191","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5942","2025-01-02 16:27:07.072711","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5944","2025-01-02 16:27:07.110272","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"5946","2025-01-02 16:27:07.118394","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5948","2025-01-02 16:27:07.124744","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","f6:ff","","","","","","","","","","","","","","","","","","",""
"5950","2025-01-02 16:27:07.130911","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5952","2025-01-02 16:27:07.137211","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","2c:fe","","","","","","","","","","","","","","","","","","",""
"5954","2025-01-02 16:27:07.143514","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5956","2025-01-02 16:27:07.149843","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"5958","2025-01-02 16:27:07.155826","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5960","2025-01-02 16:27:07.162234","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5962","2025-01-02 16:27:07.168501","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"5964","2025-01-02 16:27:07.175174","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5966","2025-01-02 16:27:07.828032","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5968","2025-01-02 16:27:07.837277","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"5970","2025-01-02 16:27:07.844990","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5972","2025-01-02 16:27:07.853855","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"5975","2025-01-02 16:27:14.549179","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5977","2025-01-02 16:27:14.552028","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"5979","2025-01-02 16:27:14.554535","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5981","2025-01-02 16:27:14.565430","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"5983","2025-01-02 16:27:14.571968","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5985","2025-01-02 16:27:14.574556","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5987","2025-01-02 16:27:14.577123","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5989","2025-01-02 16:27:14.925677","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"5991","2025-01-02 16:27:14.929690","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"5993","2025-01-02 16:27:14.931932","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5995","2025-01-02 16:27:14.934541","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","f6:ff","","","","","","","","","","","","","","","","","","",""
"5997","2025-01-02 16:27:14.936845","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"5999","2025-01-02 16:27:14.939488","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","2c:fe","","","","","","","","","","","","","","","","","","",""
"6001","2025-01-02 16:27:14.942312","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"6003","2025-01-02 16:27:14.944674","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"6005","2025-01-02 16:27:14.946967","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6007","2025-01-02 16:27:14.949487","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6009","2025-01-02 16:27:14.951961","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"6011","2025-01-02 16:27:14.954637","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6013","2025-01-02 16:27:15.047577","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6015","2025-01-02 16:27:15.050738","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"6017","2025-01-02 16:27:15.053220","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"6019","2025-01-02 16:27:15.055627","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"6022","2025-01-02 16:27:15.499530","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"6024","2025-01-02 16:27:15.501910","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"6026","2025-01-02 16:27:15.504448","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"6028","2025-01-02 16:27:15.508231","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","f6:ff","","","","","","","","","","","","","","","","","","",""
"6030","2025-01-02 16:27:15.510795","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"6032","2025-01-02 16:27:15.513215","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","2c:fe","","","","","","","","","","","","","","","","","","",""
"6034","2025-01-02 16:27:15.515767","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"6036","2025-01-02 16:27:15.518216","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"6038","2025-01-02 16:27:15.520691","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6040","2025-01-02 16:27:15.523267","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6042","2025-01-02 16:27:15.525788","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"6044","2025-01-02 16:27:15.531879","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6047","2025-01-02 16:27:37.937028","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6049","2025-01-02 16:27:38.025702","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"6052","2025-01-02 16:27:38.034259","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"6054","2025-01-02 16:27:38.038003","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6059","2025-01-02 16:27:40.172186","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6061","2025-01-02 16:27:40.177448","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"6063","2025-01-02 16:27:40.188164","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6065","2025-01-02 16:27:40.197501","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"6069","2025-01-02 16:28:10.173248","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6071","2025-01-02 16:28:10.175964","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"6074","2025-01-02 16:28:10.180652","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"6076","2025-01-02 16:28:10.190521","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6081","2025-01-02 16:28:13.466290","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"6083","2025-01-02 16:28:14.204851","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6085","2025-01-02 16:28:14.207344","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"6087","2025-01-02 16:28:14.213910","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6089","2025-01-02 16:28:14.219710","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"6092","2025-01-02 16:28:15.832291","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"6097","2025-01-02 16:28:44.234326","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6099","2025-01-02 16:28:44.238156","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"6102","2025-01-02 16:28:44.242491","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"6104","2025-01-02 16:28:44.250967","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6115","2025-01-02 16:28:52.352126","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6117","2025-01-02 16:28:52.360546","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"6119","2025-01-02 16:28:52.368067","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6121","2025-01-02 16:28:52.376852","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"6128","2025-01-02 16:29:17.717465","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"6132","2025-01-02 16:29:22.353386","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6134","2025-01-02 16:29:22.357380","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"6137","2025-01-02 16:29:22.363322","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"6139","2025-01-02 16:29:22.372311","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6151","2025-01-02 16:29:38.401183","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6153","2025-01-02 16:29:38.410201","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"6155","2025-01-02 16:29:38.416460","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6157","2025-01-02 16:29:38.422590","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"6169","2025-01-02 16:30:08.426702","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6171","2025-01-02 16:30:08.440846","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"6174","2025-01-02 16:30:08.446451","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"6176","2025-01-02 16:30:08.454932","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"6197","2025-01-02 16:30:19.558331","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"6285","2025-01-02 16:31:17.192025","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"6287","2025-01-02 16:31:17.227393","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","4c:00","","","","","","","","","","","","","","","","","","",""
"6289","2025-01-02 16:31:17.249963","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","20:00","","","","","","","","","","","","","","","","","","",""
"6291","2025-01-02 16:31:17.261694","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"6293","2025-01-02 16:31:17.270512","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"6295","2025-01-02 16:31:17.276951","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","b2:fc","","","","","","","","","","","","","","","","","","",""
