"No.","Time","Source","Destination","Protocol","Length","Info","OpGroup","OpCode","Bytes","Event Code","Command Opcode","EvBytes","CID","Command Code","DLCI","Frame type","MCC Command Type","Transaction","C/R","Ctype","Opcode","PDU ID","Operation ID","Transaction","Message Type","Signal","ACP SEID","INT SEID","Expected data speed","Opcode","Handle","Value"
"16269","2025-01-02 20:32:51.679329","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16271","2025-01-02 20:32:51.681706","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16273","2025-01-02 20:32:51.684409","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16275","2025-01-02 20:32:51.691954","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16277","2025-01-02 20:32:51.694560","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16279","2025-01-02 20:32:51.698025","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16282","2025-01-02 20:32:55.369066","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16284","2025-01-02 20:32:55.373041","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16287","2025-01-02 20:32:55.378869","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16289","2025-01-02 20:32:55.387120","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16291","2025-01-02 20:33:04.643509","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16293","2025-01-02 20:33:04.739640","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16295","2025-01-02 20:33:04.746671","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16297","2025-01-02 20:33:04.754231","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16299","2025-01-02 20:33:04.761917","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16301","2025-01-02 20:33:04.769662","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16303","2025-01-02 20:33:04.776588","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16305","2025-01-02 20:33:04.964247","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16307","2025-01-02 20:33:04.972768","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16309","2025-01-02 20:33:04.975389","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16311","2025-01-02 20:33:04.977849","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16314","2025-01-02 20:33:15.379579","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16317","2025-01-02 20:33:34.772872","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16320","2025-01-02 20:33:34.786897","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16322","2025-01-02 20:33:36.908212","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16324","2025-01-02 20:33:36.919552","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16327","2025-01-02 20:34:06.909832","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16330","2025-01-02 20:34:06.916067","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16332","2025-01-02 20:34:10.940000","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16334","2025-01-02 20:34:10.951260","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16337","2025-01-02 20:34:16.769820","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16340","2025-01-02 20:34:40.942185","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16343","2025-01-02 20:34:40.952105","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16345","2025-01-02 20:34:48.983510","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16347","2025-01-02 20:34:48.994552","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16350","2025-01-02 20:35:05.042822","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16352","2025-01-02 20:35:05.058251","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","4c:00","","","","","","","","","","","","","","","","","","",""
"16354","2025-01-02 20:35:05.061345","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","20:00","","","","","","","","","","","","","","","","","","",""
"16356","2025-01-02 20:35:05.064688","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"16358","2025-01-02 20:35:05.067372","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16360","2025-01-02 20:35:05.076404","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","b2:fc","","","","","","","","","","","","","","","","","","",""
"16362","2025-01-02 20:35:05.079741","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16364","2025-01-02 20:35:05.085109","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16366","2025-01-02 20:35:05.088563","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16368","2025-01-02 20:35:05.092872","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16370","2025-01-02 20:35:05.096074","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:a0","","","","","","","","","","","","","","","","","","",""
"16372","2025-01-02 20:35:05.099932","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16410","2025-01-02 20:35:15.069054","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16412","2025-01-02 20:35:15.073788","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16414","2025-01-02 20:35:15.077838","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16416","2025-01-02 20:35:15.081533","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16419","2025-01-02 20:35:18.984838","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16422","2025-01-02 20:35:18.991321","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16424","2025-01-02 20:35:20.957364","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16426","2025-01-02 20:35:52.915820","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16428","2025-01-02 20:36:33.305852","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16430","2025-01-02 20:38:09.049897","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16432","2025-01-02 20:38:09.059819","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16435","2025-01-02 20:38:39.051177","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16438","2025-01-02 20:38:39.063878","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16440","2025-01-02 20:38:47.336304","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16442","2025-01-02 20:38:47.345324","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"16444","2025-01-02 20:38:47.351247","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16446","2025-01-02 20:38:47.357455","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","f6:ff","","","","","","","","","","","","","","","","","","",""
"16448","2025-01-02 20:38:47.363875","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16450","2025-01-02 20:38:47.370143","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","2c:fe","","","","","","","","","","","","","","","","","","",""
"16452","2025-01-02 20:38:47.376386","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16454","2025-01-02 20:38:47.382630","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:a0","","","","","","","","","","","","","","","","","","",""
"16456","2025-01-02 20:38:47.388805","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16458","2025-01-02 20:38:47.395102","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16460","2025-01-02 20:38:47.399970","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:a0","","","","","","","","","","","","","","","","","","",""
"16462","2025-01-02 20:38:47.404922","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16465","2025-01-02 20:38:50.848371","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16467","2025-01-02 20:38:50.851482","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","4c:00","","","","","","","","","","","","","","","","","","",""
"16469","2025-01-02 20:38:50.854689","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","20:00","","","","","","","","","","","","","","","","","","",""
"16471","2025-01-02 20:38:50.857230","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"16473","2025-01-02 20:38:50.859813","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16475","2025-01-02 20:38:50.862290","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","b2:fc","","","","","","","","","","","","","","","","","","",""
"16477","2025-01-02 20:38:50.864727","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16497","2025-01-02 20:38:53.538430","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16581","2025-01-02 20:39:00.878305","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16583","2025-01-02 20:39:00.882421","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16585","2025-01-02 20:39:00.887391","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16587","2025-01-02 20:39:00.890147","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16589","2025-01-02 20:39:00.893930","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16591","2025-01-02 20:39:00.901280","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16594","2025-01-02 20:39:04.051449","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16596","2025-01-02 20:39:04.058614","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16598","2025-01-02 20:39:04.066055","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16600","2025-01-02 20:39:04.073517","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16602","2025-01-02 20:39:04.078481","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16604","2025-01-02 20:39:04.089944","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16606","2025-01-02 20:39:04.097415","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16608","2025-01-02 20:39:22.382850","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16610","2025-01-02 20:39:22.396901","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16613","2025-01-02 20:39:52.394304","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16616","2025-01-02 20:39:52.404413","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16618","2025-01-02 20:39:53.860161","host","controller","HCI_CMD","4","Sent Vendor Command 0x0159 (opcode 0xFD59)","Vendor-Specific Commands","0x159","59:fd","","","59","","","","","","","","","","","","","","","","","","","",""
"16620","2025-01-02 20:39:54.501375","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16622","2025-01-02 20:39:54.513162","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16625","2025-01-02 20:40:24.502624","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16628","2025-01-02 20:40:24.509227","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16630","2025-01-02 20:40:28.536970","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16632","2025-01-02 20:40:28.547229","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16635","2025-01-02 20:40:58.539124","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16638","2025-01-02 20:40:58.562266","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
"16640","2025-01-02 20:41:01.225161","host","controller","HCI_CMD","10","Sent LE Set Random Address","LE Controller Commands","LE Set Random Address","05:20","","","05","a1:38","","","","","","","","","","","","","","","","","","",""
"16642","2025-01-02 20:41:06.579494","host","controller","HCI_CMD","11","Sent LE Add Device To Filter Accept List","LE Controller Commands","LE Add Device To Filter Accept List","11:20","","","11","4d:28","","","","","","","","","","","","","","","","","","",""
"16644","2025-01-02 20:41:06.590385","host","controller","HCI_CMD","62","Sent LE Extended Create Connection [v1]","LE Controller Commands","LE Extended Create Connection [v1]","43:20","","","43","00:00","","","","","","","","","","","","","","","","","","",""
"16647","2025-01-02 20:41:28.561356","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","","","","","","","","","","","","","","","","","","","",""
"16649","2025-01-02 20:41:28.600355","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","aa:fe","","","","","","","","","","","","","","","","","","",""
"16651","2025-01-02 20:41:28.606757","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16653","2025-01-02 20:41:28.614377","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","f6:ff","","","","","","","","","","","","","","","","","","",""
"16655","2025-01-02 20:41:28.616822","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16657","2025-01-02 20:41:28.619263","host","controller","HCI_CMD","13","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","2c:fe","","","","","","","","","","","","","","","","","","",""
"16659","2025-01-02 20:41:28.621638","host","controller","HCI_CMD","22","Sent Vendor Command 0x0157 (opcode 0xFD57)","Vendor-Specific Commands","0x157","57:fd","","","57","40:00","","","","","","","","","","","","","","","","","","",""
"16661","2025-01-02 20:41:28.626454","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16663","2025-01-02 20:41:28.629153","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16665","2025-01-02 20:41:28.632189","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16667","2025-01-02 20:41:28.635928","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:a0","","","","","","","","","","","","","","","","","","",""
"16669","2025-01-02 20:41:28.639481","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16673","2025-01-02 20:41:34.565167","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16675","2025-01-02 20:41:34.569192","host","controller","HCI_CMD","12","Sent LE Set Extended Scan Parameters","LE Controller Commands","LE Set Extended Scan Parameters","41:20","","","41","01:90","","","","","","","","","","","","","","","","","","",""
"16677","2025-01-02 20:41:34.573031","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16680","2025-01-02 20:41:36.580581","host","controller","HCI_CMD","10","Sent LE Set Extended Scan Enable","LE Controller Commands","LE Set Extended Scan Enable","42:20","","","42","00:00","","","","","","","","","","","","","","","","","","",""
"16682","2025-01-02 20:41:36.584232","host","controller","HCI_CMD","4","Sent LE Create Connection Cancel","LE Controller Commands","LE Create Connection Cancel","0e:20","","","0e","","","","","","","","","","","","","","","","","","","",""
"16685","2025-01-02 20:41:36.589087","host","controller","HCI_CMD","11","Sent LE Remove Device From Filter Accept List","LE Controller Commands","LE Remove Device From Filter Accept List","12:20","","","12","4d:28","","","","","","","","","","","","","","","","","","",""
